datetime,timestamp,open,high,low,close,volume
2025-08-29 00:00:00+00:00,1756425600000,42.52,43.86,40.1,40.14,34810.94
2025-08-30 00:00:00+00:00,1756512000000,40.14,40.28,39.57,40.04,26251.74
2025-08-31 00:00:00+00:00,1756598400000,40.04,41.44,39.89,40.7,15735.02
2025-09-01 00:00:00+00:00,1756684800000,40.7,41.14,38.63,40.56,21746.47
2025-09-02 00:00:00+00:00,1756771200000,40.56,41.99,39.91,41.57,18808.75
2025-09-03 00:00:00+00:00,1756857600000,41.57,43.16,40.84,41.63,24423.36
2025-09-04 00:00:00+00:00,1756944000000,41.63,41.69,39.96,40.9,12756.51
2025-09-05 00:00:00+00:00,1757030400000,40.9,41.95,40.58,41.43,14874.81
2025-09-06 00:00:00+00:00,1757116800000,41.43,50.22,41.04,47.44,38312.27
2025-09-07 00:00:00+00:00,1757203200000,47.44,48.5,45.61,48.43,31191.46
2025-09-08 00:00:00+00:00,1757289600000,48.43,54.08,48.05,50.72,78050.3
2025-09-09 00:00:00+00:00,1757376000000,50.72,51.34,47.71,48.32,34568.1
2025-09-10 00:00:00+00:00,1757462400000,48.32,49.36,47.21,47.96,23906.76
2025-09-11 00:00:00+00:00,1757548800000,47.96,48.48,46.71,47.98,15187.66
2025-09-12 00:00:00+00:00,1757635200000,47.98,50.45,47.32,49.93,21512.29
2025-09-13 00:00:00+00:00,1757721600000,49.93,53.12,48.92,52.88,18931.72
2025-09-14 00:00:00+00:00,1757808000000,52.88,55.37,50.34,50.47,37292.67
2025-09-15 00:00:00+00:00,1757894400000,50.47,52.04,49.05,50.04,23087.03
2025-09-16 00:00:00+00:00,1757980800000,50.04,53.43,49.64,51.49,16691.34
2025-09-17 00:00:00+00:00,1758067200000,51.49,52.45,50.18,51.26,16168.36
2025-09-18 00:00:00+00:00,1758153600000,51.26,51.59,50.2,50.58,16455.26
2025-09-19 00:00:00+00:00,1758240000000,50.58,50.99,48.31,49.06,16571.38
2025-09-20 00:00:00+00:00,1758326400000,49.06,52.01,48.61,50.81,22995.6
2025-09-21 00:00:00+00:00,1758412800000,50.81,52.69,50.66,51.94,23933.17
2025-09-22 00:00:00+00:00,1758499200000,51.94,52.4,47.22,48.78,30282.11
2025-09-23 00:00:00+00:00,1758585600000,48.78,55.16,47.83,54.96,54542.69
2025-09-24 00:00:00+00:00,1758672000000,54.96,61.63,52.55,58.82,95619.4
2025-09-25 00:00:00+00:00,1758758400000,58.82,60.55,54.12,54.53,69447.04
2025-09-26 00:00:00+00:00,1758844800000,54.53,57.85,53.14,57.82,39882.28
2025-09-27 00:00:00+00:00,1758931200000,57.82,60.43,53.61,55.7,37057.89
2025-09-28 00:00:00+00:00,1759017600000,55.7,62.52,54.08,62.44,53916.68
2025-09-29 00:00:00+00:00,1759104000000,62.44,75.67,62.2,72.19,158619.82
2025-09-30 00:00:00+00:00,1759190400000,72.19,76.63,62.68,74.16,137295.56
2025-10-01 00:00:00+00:00,1759276800000,74.16,140.8,73.34,119.46,606804.97
2025-10-02 00:00:00+00:00,1759363200000,119.46,159.74,115.13,131.48,722049.05
2025-10-03 00:00:00+00:00,1759449600000,131.48,157.31,123.33,127.4,312966.55
2025-10-04 00:00:00+00:00,1759536000000,127.4,175.63,124.11,156.57,297302.21
2025-10-05 00:00:00+00:00,1759622400000,156.57,172.06,143.84,165.89,279021.47
2025-10-06 00:00:00+00:00,1759708800000,165.89,176.62,154.44,156.13,214479.53
2025-10-07 00:00:00+00:00,1759795200000,156.13,161.01,125.06,127.3,304592.61
2025-10-08 00:00:00+00:00,1759881600000,127.3,186.22,126.02,177.16,456865.42
2025-10-09 00:00:00+00:00,1759968000000,177.16,217.4,163.37,213.12,628649.54
2025-10-10 00:00:00+00:00,1760054400000,213.12,274.16,150.76,233.1,1062670.6
2025-10-11 00:00:00+00:00,1760140800000,233.1,297.8,209.02,291.44,597593.35
2025-10-12 00:00:00+00:00,1760227200000,291.44,296.06,243.32,260.38,424983.46
2025-10-13 00:00:00+00:00,1760313600000,260.38,288.29,235.26,249.49,280599.99
2025-10-14 00:00:00+00:00,1760400000000,249.49,267.38,217.18,247.86,368591.29
2025-10-15 00:00:00+00:00,1760486400000,247.86,278.01,223.83,230.02,273984.55
2025-10-16 00:00:00+00:00,1760572800000,230.02,245.98,202.5,204.77,317919.63
2025-10-17 00:00:00+00:00,1760659200000,204.77,235.4,186.9,217.91,437370.13
2025-10-18 00:00:00+00:00,1760745600000,217.91,227.03,210.28,221.61,124215.67
2025-10-19 00:00:00+00:00,1760832000000,221.61,245.68,212.0,236.34,145622.4
2025-10-20 00:00:00+00:00,1760918400000,236.34,284.0,230.56,268.48,216185.1
2025-10-21 00:00:00+00:00,1761004800000,268.48,309.28,245.85,263.01,358433.42
2025-10-22 00:00:00+00:00,1761091200000,263.01,282.02,226.45,238.86,322655.68
2025-10-23 00:00:00+00:00,1761177600000,238.86,252.06,229.61,243.84,180995.95
2025-10-24 00:00:00+00:00,1761264000000,243.84,274.84,241.85,269.89,195316.2
2025-10-25 00:00:00+00:00,1761350400000,269.89,285.34,265.85,276.55,90210.41
2025-10-26 00:00:00+00:00,1761436800000,276.55,359.4,272.41,325.26,481548.36
2025-10-27 00:00:00+00:00,1761523200000,325.26,375.11,325.22,341.84,362308.21
2025-10-28 00:00:00+00:00,1761609600000,341.84,343.54,308.03,315.96,264446.23
2025-10-29 00:00:00+00:00,1761696000000,315.96,363.18,310.42,351.28,227181.42
2025-10-30 00:00:00+00:00,1761782400000,351.28,367.73,298.43,345.21,348721.81
2025-10-31 00:00:00+00:00,1761868800000,345.21,411.98,339.56,405.15,451640.48
2025-11-01 00:00:00+00:00,1761955200000,405.15,449.12,393.12,411.95,334807.1
2025-11-02 00:00:00+00:00,1762041600000,411.95,431.58,366.83,418.27,284377.23
2025-11-03 00:00:00+00:00,1762128000000,418.27,435.46,374.48,434.29,307363.92
2025-11-04 00:00:00+00:00,1762214400000,434.29,482.61,370.68,441.39,802793.13
2025-11-05 00:00:00+00:00,1762300800000,441.39,500.26,411.29,479.11,474613.8
2025-11-06 00:00:00+00:00,1762387200000,479.11,550.0,469.21,535.9,473694.1
2025-11-07 00:00:00+00:00,1762473600000,535.9,745.61,526.07,644.07,1071678.65
2025-11-08 00:00:00+00:00,1762560000000,644.07,657.95,488.17,602.11,977133.67
2025-11-09 00:00:00+00:00,1762646400000,602.11,669.78,526.05,615.38,533318.59
2025-11-10 00:00:00+00:00,1762732800000,615.38,683.96,512.08,522.12,641462.51
2025-11-11 00:00:00+00:00,1762819200000,522.12,584.36,441.0,442.83,666029.38
2025-11-12 00:00:00+00:00,1762905600000,442.83,552.61,422.74,505.44,638148.32
2025-11-13 00:00:00+00:00,1762992000000,505.44,537.68,468.98,519.35,485435.15
2025-11-14 00:00:00+00:00,1763078400000,519.35,614.13,484.45,608.61,589519.42
2025-11-15 00:00:00+00:00,1763164800000,608.61,730.23,598.77,670.46,869205.59
2025-11-16 00:00:00+00:00,1763251200000,670.46,738.71,649.5,698.97,708881.9
2025-11-17 00:00:00+00:00,1763337600000,698.97,726.3,605.0,609.92,560075.95
2025-11-18 00:00:00+00:00,1763424000000,609.92,655.0,545.78,624.79,634174.51
2025-11-19 00:00:00+00:00,1763510400000,624.79,685.13,581.38,674.02,466594.86
2025-11-20 00:00:00+00:00,1763596800000,674.02,715.77,653.32,655.62,476660.76
2025-11-21 00:00:00+00:00,1763683200000,655.62,697.65,509.98,550.75,722997.0
2025-11-22 00:00:00+00:00,1763769600000,550.75,551.02,469.84,517.93,575186.44
2025-11-23 00:00:00+00:00,1763856000000,517.93,627.25,514.35,572.81,449243.38
2025-11-24 00:00:00+00:00,1763942400000,572.81,594.48,515.39,519.72,380335.29
2025-11-25 00:00:00+00:00,1764028800000,519.72,534.83,481.41,511.99,345598.6
2025-11-26 00:00:00+00:00,1764115200000,511.99,535.48,491.63,527.56,224593.75
2025-11-27 00:00:00+00:00,1764201600000,527.56,549.24,515.51,521.01,58810.82
